step,node,x,y,vx,vy
1,0,1.000000e+01,1.000000e+01,4.609415e+55,7.223378e+55
1,1,1.000000e+01,1.000000e+01,2.467526e+56,1.537245e+56
1,2,1.000000e+01,-1.000000e+01,4.979925e+55,-1.718736e+56
1,3,-1.000000e+01,1.000000e+01,-7.307455e+55,5.990249e+55
1,4,-1.000000e+01,1.000000e+01,-9.636183e+54,7.103554e+55
1,5,-1.000000e+01,-1.000000e+01,-1.744971e+56,-4.350436e+55
1,6,1.000000e+01,-1.000000e+01,3.502978e+54,-8.777721e+55
1,7,1.000000e+01,1.000000e+01,1.098844e+55,9.147419e+55
1,8,1.000000e+01,-1.000000e+01,1.852275e+56,-2.489058e+56
1,9,-1.000000e+01,-1.000000e+01,-1.109291e+56,-6.277918e+55
1,10,1.000000e+01,-1.000000e+01,7.388645e+55,-2.164334e+56
1,11,-1.000000e+01,1.000000e+01,-4.527268e+56,5.020940e+56
1,12,1.000000e+01,1.000000e+01,3.050420e+56,2.285356e+56
1,13,-1.000000e+01,1.000000e+01,-2.927602e+56,1.891876e+56
1,14,-1.000000e+01,-1.000000e+01,-1.821377e+56,-1.128462e+55
1,15,1.000000e+01,-1.000000e+01,2.158156e+56,-1.607658e+56
1,16,-1.000000e+01,1.000000e+01,-1.137526e+56,1.760413e+56
1,17,1.000000e+01,1.000000e+01,6.584029e+55,3.935951e+55
1,18,1.000000e+01,1.000000e+01,2.349589e+56,2.189668e+56
1,19,1.000000e+01,-1.000000e+01,1.959504e+56,-1.066882e+56
1,20,1.000000e+01,1.000000e+01,1.687337e+55,8.796215e+55
1,21,1.000000e+01,1.000000e+01,2.472405e+56,3.007839e+56
1,22,-1.000000e+01,-1.000000e+01,-8.515023e+55,-1.795644e+56
1,23,-1.000000e+01,1.000000e+01,-1.143030e+56,1.686471e+55
1,24,-1.000000e+01,1.000000e+01,-5.862088e+55,5.209542e+55
1,25,1.000000e+01,1.000000e+01,4.523274e+55,1.416544e+56
1,26,-1.000000e+01,1.000000e+01,-3.537404e+56,2.635620e+53
1,27,1.000000e+01,1.000000e+01,1.099199e+56,3.005056e+56
1,28,-1.000000e+01,-1.000000e+01,-4.106442e+55,-1.992601e+56
1,29,1.000000e+01,-1.000000e+01,4.390232e+55,-1.264079e+56
1,30,1.000000e+01,1.000000e+01,8.197157e+55,6.621870e+55
1,31,1.000000e+01,-1.000000e+01,3.282126e+55,-3.345574e+55
1,32,-1.000000e+01,-1.000000e+01,-4.419087e+56,-3.192473e+56
1,33,1.000000e+01,-1.000000e+01,1.649534e+56,-1.020949e+56
1,34,-1.000000e+01,-1.000000e+01,-6.841771e+55,-3.569988e+55
1,35,-1.000000e+01,-1.000000e+01,-3.862504e+55,-5.533716e+55
1,36,-1.000000e+01,1.000000e+01,-1.684728e+56,9.938613e+55
1,37,1.000000e+01,1.000000e+01,3.848112e+55,2.007667e+56
1,38,1.000000e+01,-1.000000e+01,5.970808e+54,-2.880381e+56
1,39,1.000000e+01,1.000000e+01,5.314635e+55,1.687630e+56
1,40,1.000000e+01,-1.000000e+01,5.577485e+55,-2.239535e+56
1,41,1.000000e+01,1.000000e+01,2.496540e+56,5.883431e+55
1,42,1.000000e+01,-1.000000e+01,2.687053e+55,-2.000586e+56
1,43,-1.000000e+01,-1.000000e+01,-1.719807e+55,-9.004043e+55
1,44,1.000000e+01,-1.000000e+01,1.271037e+56,-1.723714e+56
1,45,1.000000e+01,1.000000e+01,1.989370e+55,2.382968e+55
1,46,-1.000000e+01,1.000000e+01,-2.680647e+55,5.498300e+55
1,47,1.000000e+01,-1.000000e+01,3.337158e+55,-2.776660e+56
1,48,-1.000000e+01,-1.000000e+01,-3.657556e+55,-8.468509e+55
1,49,1.000000e+01,1.000000e+01,4.913124e+55,6.669463e+55
2,0,-1.000000e+01,-1.000000e+01,-1.799248e+58,-1.850257e+58
2,1,-1.000000e+01,-1.000000e+01,-1.979543e+58,-2.044462e+58
2,2,-1.000000e+01,1.000000e+01,-2.037733e+58,2.491898e+58
2,3,1.000000e+01,-1.000000e+01,2.277581e+58,-2.084696e+58
2,4,1.000000e+01,-1.000000e+01,2.555632e+58,-2.119231e+58
2,5,1.000000e+01,1.000000e+01,2.149519e+58,2.067696e+58
2,6,-1.000000e+01,1.000000e+01,-1.977270e+58,2.414921e+58
2,7,-1.000000e+01,-1.000000e+01,-1.982935e+58,-2.066092e+58
2,8,-1.000000e+01,1.000000e+01,-2.174572e+58,2.648739e+58
2,9,1.000000e+01,1.000000e+01,2.119736e+58,2.047363e+58
2,10,-1.000000e+01,1.000000e+01,-1.942094e+58,2.376005e+58
2,11,1.000000e+01,-1.000000e+01,4.358660e+58,-3.823977e+58
2,12,-1.000000e+01,-1.000000e+01,-2.039250e+58,-2.085995e+58
2,13,1.000000e+01,-1.000000e+01,4.086320e+58,-3.567661e+58
2,14,1.000000e+01,1.000000e+01,2.378567e+58,2.314479e+58
2,15,-1.000000e+01,1.000000e+01,-1.981035e+58,2.164305e+58
2,16,1.000000e+01,-1.000000e+01,2.282353e+58,-1.895027e+58
2,17,-1.000000e+01,-1.000000e+01,-1.914128e+58,-1.983540e+58
2,18,-1.000000e+01,-1.000000e+01,-1.960880e+58,-2.011652e+58
2,19,-1.000000e+01,1.000000e+01,-2.174907e+58,2.373912e+58
2,20,-1.000000e+01,-1.000000e+01,-1.783438e+58,-1.838783e+58
2,21,-1.000000e+01,-1.000000e+01,-2.165105e+58,-2.251201e+58
2,22,1.000000e+01,1.000000e+01,2.327384e+58,2.290229e+58
2,23,1.000000e+01,-1.000000e+01,4.439083e+58,-3.874556e+58
2,24,1.000000e+01,-1.000000e+01,2.460288e+58,-2.034465e+58
2,25,-1.000000e+01,-1.000000e+01,-1.884415e+58,-1.965325e+58
2,26,1.000000e+01,-1.000000e+01,4.462886e+58,-3.503765e+58
2,27,-1.000000e+01,-1.000000e+01,-2.148896e+58,-2.248722e+58
2,28,1.000000e+01,1.000000e+01,2.395141e+58,2.363167e+58
2,29,-1.000000e+01,1.000000e+01,-2.255633e+58,2.481491e+58
2,30,-1.000000e+01,-1.000000e+01,-1.767431e+58,-1.813335e+58
2,31,-1.000000e+01,1.000000e+01,-2.066627e+58,2.266675e+58
2,32,1.000000e+01,1.000000e+01,5.071690e+58,4.529515e+58
2,33,-1.000000e+01,1.000000e+01,-2.236065e+58,2.444212e+58
2,34,1.000000e+01,1.000000e+01,2.433940e+58,2.382476e+58
2,35,1.000000e+01,1.000000e+01,2.209760e+58,2.140731e+58
2,36,1.000000e+01,-1.000000e+01,2.351812e+58,-1.940497e+58
2,37,-1.000000e+01,-1.000000e+01,-1.820242e+58,-1.905446e+58
2,38,-1.000000e+01,1.000000e+01,-2.137022e+58,2.630744e+58
2,39,-1.000000e+01,-1.000000e+01,-1.990947e+58,-2.077684e+58
2,40,-1.000000e+01,1.000000e+01,-2.042974e+58,2.501284e+58
2,41,-1.000000e+01,-1.000000e+01,-2.115105e+58,-2.175280e+58
2,42,-1.000000e+01,1.000000e+01,-1.908364e+58,2.339751e+58
2,43,1.000000e+01,1.000000e+01,2.245065e+58,2.179984e+58
2,44,-1.000000e+01,1.000000e+01,-2.726799e+58,3.622033e+58
2,45,-1.000000e+01,-1.000000e+01,-1.829876e+58,-1.899560e+58
2,46,1.000000e+01,-1.000000e+01,4.546136e+58,-3.600412e+58
2,47,-1.000000e+01,1.000000e+01,-3.430122e+58,4.056208e+58
2,48,1.000000e+01,1.000000e+01,2.445080e+58,2.400944e+58
2,49,-1.000000e+01,-1.000000e+01,-2.020309e+58,-2.098668e+58
3,0,1.000000e+01,1.000000e+01,3.081081e+58,3.166657e+58
3,1,1.000000e+01,1.000000e+01,3.375822e+58,3.493754e+58
3,2,1.000000e+01,-1.000000e+01,3.489643e+58,-4.259479e+58
3,3,-1.000000e+01,1.000000e+01,-3.899141e+58,3.569428e+58
3,4,-1.000000e+01,1.000000e+01,-4.380323e+58,3.627833e+58
3,5,-1.000000e+01,-1.000000e+01,-3.672366e+58,-3.541455e+58
3,6,1.000000e+01,-1.000000e+01,3.389299e+58,-4.133527e+58
3,7,1.000000e+01,1.000000e+01,3.398476e+58,3.535279e+58
3,8,1.000000e+01,-1.000000e+01,3.714546e+58,-4.522841e+58
3,9,-1.000000e+01,-1.000000e+01,-3.625850e+58,-3.505223e+58
3,10,1.000000e+01,-1.000000e+01,3.323971e+58,-4.057625e+58
3,11,-1.000000e+01,1.000000e+01,-7.439529e+58,6.519419e+58
3,12,1.000000e+01,1.000000e+01,3.474011e+58,3.559609e+58
3,13,-1.000000e+01,1.000000e+01,-6.984094e+58,6.102376e+58
3,14,-1.000000e+01,-1.000000e+01,-4.064467e+58,-3.966807e+58
3,15,1.000000e+01,-1.000000e+01,3.380588e+58,-3.698693e+58
3,16,-1.000000e+01,1.000000e+01,-3.904415e+58,3.235989e+58
3,17,1.000000e+01,1.000000e+01,3.276606e+58,3.397487e+58
3,18,1.000000e+01,1.000000e+01,3.344670e+58,3.432850e+58
3,19,1.000000e+01,-1.000000e+01,3.714354e+58,-4.061876e+58
3,20,1.000000e+01,1.000000e+01,3.056066e+58,3.145864e+58
3,21,1.000000e+01,1.000000e+01,3.693887e+58,3.837654e+58
3,22,-1.000000e+01,-1.000000e+01,-3.983653e+58,-3.913217e+58
3,23,-1.000000e+01,1.000000e+01,-7.601566e+58,6.640781e+58
3,24,-1.000000e+01,1.000000e+01,-4.213380e+58,3.483875e+58
3,25,1.000000e+01,1.000000e+01,3.227142e+58,3.358954e+58
3,26,-1.000000e+01,1.000000e+01,-7.625270e+58,6.006336e+58
3,27,1.000000e+01,1.000000e+01,3.675910e+58,3.833425e+58
3,28,-1.000000e+01,-1.000000e+01,-4.102955e+58,-4.036844e+58
3,29,1.000000e+01,-1.000000e+01,3.863599e+58,-4.244885e+58
3,30,1.000000e+01,1.000000e+01,3.023977e+58,3.103793e+58
3,31,1.000000e+01,-1.000000e+01,3.540386e+58,-3.883275e+58
3,32,-1.000000e+01,-1.000000e+01,-8.662618e+58,-7.741952e+58
3,33,1.000000e+01,-1.000000e+01,3.821409e+58,-4.182717e+58
3,34,-1.000000e+01,-1.000000e+01,-4.167513e+58,-4.081627e+58
3,35,-1.000000e+01,-1.000000e+01,-3.785338e+58,-3.665811e+58
3,36,-1.000000e+01,1.000000e+01,-4.019577e+58,3.319412e+58
3,37,1.000000e+01,1.000000e+01,3.117615e+58,3.252084e+58
3,38,1.000000e+01,-1.000000e+01,3.662980e+58,-4.489198e+58
3,39,1.000000e+01,1.000000e+01,3.409199e+58,3.549631e+58
3,40,1.000000e+01,-1.000000e+01,3.498200e+58,-4.271848e+58
3,41,1.000000e+01,1.000000e+01,3.608003e+58,3.724787e+58
3,42,1.000000e+01,-1.000000e+01,3.269508e+58,-3.996646e+58
3,43,-1.000000e+01,-1.000000e+01,-3.847391e+58,-3.730623e+58
3,44,1.000000e+01,-1.000000e+01,4.665358e+58,-6.196785e+58
3,45,1.000000e+01,1.000000e+01,3.135457e+58,3.254633e+58
3,46,-1.000000e+01,1.000000e+01,-7.791332e+58,6.168105e+58
3,47,1.000000e+01,-1.000000e+01,5.877728e+58,-6.933552e+58
3,48,-1.000000e+01,-1.000000e+01,-4.188884e+58,-4.109788e+58
3,49,1.000000e+01,1.000000e+01,3.459820e+58,3.592893e+58
4,0,-1.000000e+01,-1.000000e+01,-4.078041e+58,-4.190501e+58
4,1,-1.000000e+01,-1.000000e+01,-4.461793e+58,-4.620957e+58
4,2,-1.000000e+01,1.000000e+01,-4.618881e+58,5.634234e+58
4,3,1.000000e+01,-1.000000e+01,5.160327e+58,-4.724193e+58
4,4,1.000000e+01,-1.000000e+01,5.799496e+58,-4.801165e+58
4,5,1.000000e+01,1.000000e+01,4.856776e+58,4.687687e+58
4,6,-1.000000e+01,1.000000e+01,-4.487520e+58,5.470190e+58
4,7,-1.000000e+01,-1.000000e+01,-4.499429e+58,-4.677955e+58
4,8,-1.000000e+01,1.000000e+01,-4.912278e+58,5.980445e+58
4,9,1.000000e+01,1.000000e+01,4.797247e+58,4.639089e+58
4,10,-1.000000e+01,1.000000e+01,-4.398741e+58,5.365523e+58
4,11,1.000000e+01,-1.000000e+01,9.835707e+58,-8.615827e+58
4,12,-1.000000e+01,-1.000000e+01,-4.589912e+58,-4.705728e+58
4,13,1.000000e+01,-1.000000e+01,9.237868e+58,-8.073778e+58
4,14,1.000000e+01,1.000000e+01,5.375694e+58,5.251922e+58
4,15,-1.000000e+01,1.000000e+01,-4.469106e+58,4.892080e+58
4,16,1.000000e+01,-1.000000e+01,5.165991e+58,-4.278937e+58
4,17,-1.000000e+01,-1.000000e+01,-4.336287e+58,-4.497199e+58
4,18,-1.000000e+01,-1.000000e+01,-4.420928e+58,-4.538201e+58
4,19,-1.000000e+01,1.000000e+01,-4.911676e+58,5.374708e+58
4,20,-1.000000e+01,-1.000000e+01,-4.045866e+58,-4.162461e+58
4,21,-1.000000e+01,-1.000000e+01,-4.882914e+58,-5.071535e+58
4,22,1.000000e+01,1.000000e+01,5.271834e+58,5.175512e+58
4,23,1.000000e+01,-1.000000e+01,1.006122e+59,-8.792242e+58
4,24,1.000000e+01,-1.000000e+01,5.576866e+58,-4.611169e+58
4,25,-1.000000e+01,-1.000000e+01,-4.271462e+58,-4.442865e+58
4,26,1.000000e+01,-1.000000e+01,1.008485e+59,-7.952738e+58
4,27,-1.000000e+01,-1.000000e+01,-4.863561e+58,-5.065945e+58
4,28,1.000000e+01,1.000000e+01,5.431225e+58,5.338564e+58
4,29,-1.000000e+01,1.000000e+01,-5.114212e+58,5.616384e+58
4,30,-1.000000e+01,-1.000000e+01,-4.001269e+58,-4.107461e+58
4,31,-1.000000e+01,1.000000e+01,-4.686618e+58,5.140603e+58
4,32,1.000000e+01,1.000000e+01,1.145550e+59,1.024046e+59
4,33,-1.000000e+01,1.000000e+01,-5.054427e+58,5.534857e+58
4,34,1.000000e+01,1.000000e+01,5.515818e+58,5.403160e+58
4,35,1.000000e+01,1.000000e+01,5.010761e+58,4.851958e+58
4,36,1.000000e+01,-1.000000e+01,5.316699e+58,-4.391879e+58
4,37,-1.000000e+01,-1.000000e+01,-4.126661e+58,-4.299447e+58
4,38,-1.000000e+01,1.000000e+01,-4.849810e+58,5.934631e+58
4,39,-1.000000e+01,-1.000000e+01,-4.512260e+58,-4.694453e+58
4,40,-1.000000e+01,1.000000e+01,-4.630017e+58,5.648924e+58
4,41,-1.000000e+01,-1.000000e+01,-4.769120e+58,-4.929933e+58
4,42,-1.000000e+01,1.000000e+01,-4.328152e+58,5.285314e+58
4,43,1.000000e+01,1.000000e+01,5.093617e+58,4.936648e+58
4,44,-1.000000e+01,1.000000e+01,-6.173092e+58,8.199325e+58
4,45,-1.000000e+01,-1.000000e+01,-4.150887e+58,-4.308555e+58
4,46,1.000000e+01,-1.000000e+01,1.031532e+59,-8.165156e+58
4,47,-1.000000e+01,1.000000e+01,-7.781380e+58,9.171438e+58
4,48,1.000000e+01,1.000000e+01,5.545146e+58,5.438859e+58
4,49,-1.000000e+01,-1.000000e+01,-4.579416e+58,-4.755042e+58
5,0,1.000000e+01,1.000000e+01,4.893724e+58,5.028180e+58
5,1,1.000000e+01,1.000000e+01,5.350302e+58,5.543200e+58
5,2,1.000000e+01,-1.000000e+01,5.542790e+58,-6.759017e+58
5,3,-1.000000e+01,1.000000e+01,-6.192191e+58,5.668988e+58
5,4,-1.000000e+01,1.000000e+01,-6.960621e+58,5.761150e+58
5,5,-1.000000e+01,-1.000000e+01,-5.825825e+58,-5.625500e+58
5,6,1.000000e+01,-1.000000e+01,5.386052e+58,-6.563809e+58
5,7,1.000000e+01,1.000000e+01,5.400195e+58,5.612859e+58
5,8,1.000000e+01,-1.000000e+01,5.892226e+58,-7.173013e+58
5,9,-1.000000e+01,-1.000000e+01,-5.755648e+58,-5.566785e+58
5,10,1.000000e+01,-1.000000e+01,5.278086e+58,-6.435606e+58
5,11,-1.000000e+01,1.000000e+01,-1.179619e+59,1.033105e+59
5,12,1.000000e+01,1.000000e+01,5.502909e+58,5.643448e+58
5,13,-1.000000e+01,1.000000e+01,-1.108184e+59,9.686720e+58
5,14,-1.000000e+01,-1.000000e+01,-6.448501e+58,-6.303366e+58
5,15,1.000000e+01,-1.000000e+01,5.359699e+58,-5.868474e+58
5,16,-1.000000e+01,1.000000e+01,-6.198176e+58,5.132247e+58
5,17,1.000000e+01,1.000000e+01,5.203287e+58,5.396951e+58
5,18,1.000000e+01,1.000000e+01,5.301491e+58,5.442567e+58
5,19,1.000000e+01,-1.000000e+01,5.891289e+58,-6.448829e+58
5,20,1.000000e+01,1.000000e+01,4.855692e+58,4.994210e+58
5,21,1.000000e+01,1.000000e+01,5.855741e+58,6.081060e+58
5,22,-1.000000e+01,-1.000000e+01,-6.325786e+58,-6.208286e+58
5,23,-1.000000e+01,1.000000e+01,-1.207364e+59,1.055250e+59
5,24,-1.000000e+01,1.000000e+01,-6.692430e+58,5.533488e+58
5,25,1.000000e+01,1.000000e+01,5.125894e+58,5.329688e+58
5,26,-1.000000e+01,1.000000e+01,-1.209720e+59,9.545226e+58
5,27,1.000000e+01,1.000000e+01,5.835262e+58,6.074356e+58
5,28,-1.000000e+01,-1.000000e+01,-6.517977e+58,-6.403593e+58
5,29,1.000000e+01,-1.000000e+01,6.137426e+58,-6.738504e+58
5,30,1.000000e+01,1.000000e+01,4.800860e+58,4.928632e+58
5,31,1.000000e+01,-1.000000e+01,5.624431e+58,-6.169311e+58
5,32,-1.000000e+01,-1.000000e+01,-1.374055e+59,-1.228466e+59
5,33,1.000000e+01,-1.000000e+01,6.063246e+58,-6.641138e+58
5,34,-1.000000e+01,-1.000000e+01,-6.618962e+58,-6.484399e+58
5,35,-1.000000e+01,-1.000000e+01,-6.013365e+58,-5.822429e+58
5,36,-1.000000e+01,1.000000e+01,-6.377966e+58,5.269339e+58
5,37,1.000000e+01,1.000000e+01,4.952232e+58,5.156368e+58
5,38,1.000000e+01,-1.000000e+01,5.820839e+58,-7.117242e+58
5,39,1.000000e+01,1.000000e+01,5.414752e+58,5.631113e+58
5,40,1.000000e+01,-1.000000e+01,5.556036e+58,-6.775606e+58
5,41,1.000000e+01,1.000000e+01,5.719112e+58,5.915947e+58
5,42,1.000000e+01,-1.000000e+01,5.194303e+58,-6.339663e+58
5,43,-1.000000e+01,-1.000000e+01,-6.113243e+58,-5.923383e+58
5,44,1.000000e+01,-1.000000e+01,7.406675e+58,-9.837745e+58
5,45,1.000000e+01,1.000000e+01,4.981681e+58,5.170843e+58
5,46,-1.000000e+01,1.000000e+01,-1.238037e+59,9.799083e+58
5,47,1.000000e+01,-1.000000e+01,9.338892e+58,-1.100241e+59
5,48,-1.000000e+01,-1.000000e+01,-6.654799e+58,-6.526266e+58
5,49,1.000000e+01,1.000000e+01,5.495435e+58,5.705878e+58
6,0,-1.000000e+01,-1.000000e+01,-5.583911e+58,-5.736978e+58
6,1,-1.000000e+01,-1.000000e+01,-6.102110e+58,-6.323553e+58
6,2,-1.000000e+01,1.000000e+01,-6.324551e+58,7.710748e+58
6,3,1.000000e+01,-1.000000e+01,7.065299e+58,-6.468422e+58
6,4,1.000000e+01,-1.000000e+01,7.943102e+58,-6.573438e+58
6,5,1.000000e+01,1.000000e+01,6.645782e+58,6.419027e+58
6,6,-1.000000e+01,1.000000e+01,-6.146341e+58,7.489170e+58
6,7,-1.000000e+01,-1.000000e+01,-6.162375e+58,-6.403924e+58
6,8,-1.000000e+01,1.000000e+01,-6.721405e+58,8.182099e+58
6,9,1.000000e+01,1.000000e+01,6.566596e+58,6.351750e+58
6,10,-1.000000e+01,1.000000e+01,-6.022140e+58,7.341052e+58
6,11,1.000000e+01,-1.000000e+01,1.345504e+59,-1.178237e+59
6,12,-1.000000e+01,-1.000000e+01,-6.275438e+58,-6.436896e+58
6,13,1.000000e+01,-1.000000e+01,1.264211e+59,-1.105150e+59
6,14,1.000000e+01,1.000000e+01,7.356251e+58,7.193040e+58
6,15,-1.000000e+01,1.000000e+01,-6.113271e+58,6.694645e+58
6,16,1.000000e+01,-1.000000e+01,7.071554e+58,-5.854271e+58
6,17,-1.000000e+01,-1.000000e+01,-5.936895e+58,-6.158272e+58
6,18,-1.000000e+01,-1.000000e+01,-6.046575e+58,-6.207792e+58
6,19,-1.000000e+01,1.000000e+01,-6.720184e+58,7.357691e+58
6,20,-1.000000e+01,-1.000000e+01,-5.540922e+58,-5.697991e+58
6,21,-1.000000e+01,-1.000000e+01,-6.678894e+58,-6.935265e+58
6,22,1.000000e+01,1.000000e+01,7.217582e+58,7.082162e+58
6,23,1.000000e+01,-1.000000e+01,1.377644e+59,-1.204194e+59
6,24,1.000000e+01,-1.000000e+01,7.636359e+58,-6.313904e+58
6,25,-1.000000e+01,-1.000000e+01,-5.848867e+58,-6.080070e+58
6,26,1.000000e+01,-1.000000e+01,1.379994e+59,-1.089270e+59
6,27,-1.000000e+01,-1.000000e+01,-6.657462e+58,-6.927618e+58
6,28,1.000000e+01,1.000000e+01,7.437527e+58,7.304762e+58
6,29,-1.000000e+01,1.000000e+01,-7.003215e+58,7.687981e+58
6,30,-1.000000e+01,-1.000000e+01,-5.477431e+58,-5.623463e+58
6,31,-1.000000e+01,1.000000e+01,-6.417958e+58,7.039748e+58
6,32,1.000000e+01,1.000000e+01,1.567404e+59,1.401436e+59
6,33,-1.000000e+01,1.000000e+01,-6.916853e+58,7.577213e+58
6,34,1.000000e+01,1.000000e+01,7.552381e+58,7.399284e+58
6,35,1.000000e+01,1.000000e+01,6.861715e+58,6.643588e+58
6,36,1.000000e+01,-1.000000e+01,7.275953e+58,-6.011798e+58
6,37,-1.000000e+01,-1.000000e+01,-5.650785e+58,-5.881448e+58
6,38,-1.000000e+01,1.000000e+01,-6.642471e+58,8.117902e+58
6,39,-1.000000e+01,-1.000000e+01,-6.178391e+58,-6.423663e+58
6,40,-1.000000e+01,1.000000e+01,-6.339584e+58,7.728943e+58
6,41,-1.000000e+01,-1.000000e+01,-6.522943e+58,-6.750259e+58
6,42,-1.000000e+01,1.000000e+01,-5.927193e+58,7.231797e+58
6,43,1.000000e+01,1.000000e+01,6.975994e+58,6.758304e+58
6,44,-1.000000e+01,1.000000e+01,-8.450466e+58,1.122409e+59
6,45,-1.000000e+01,-1.000000e+01,-5.684654e+58,-5.900464e+58
6,46,1.000000e+01,-1.000000e+01,1.412770e+59,-1.118162e+59
6,47,-1.000000e+01,1.000000e+01,-1.065677e+59,1.255168e+59
6,48,1.000000e+01,1.000000e+01,7.593727e+58,7.446370e+58
6,49,-1.000000e+01,-1.000000e+01,-6.270521e+58,-6.510424e+58
7,0,1.000000e+01,1.000000e+01,6.182068e+58,6.351266e+58
7,1,1.000000e+01,1.000000e+01,6.753672e+58,6.999853e+58
7,2,1.000000e+01,-1.000000e+01,7.002073e+58,-8.535575e+58
