step,x0,y0,x1,y1,x2,y2
489,nan,nan,-inf,inf,nan,nan
490,nan,nan,-inf,inf,nan,nan
491,nan,nan,-inf,inf,nan,nan
492,nan,nan,-inf,inf,nan,nan
493,nan,nan,-inf,inf,nan,nan
494,nan,nan,-inf,inf,nan,nan
495,nan,nan,-inf,inf,nan,nan
496,nan,nan,-inf,inf,nan,nan
497,nan,nan,-inf,inf,nan,nan
498,nan,nan,-inf,inf,nan,nan
499,nan,nan,-inf,inf,nan,nan
500,nan,nan,-inf,inf,nan,nan
501,nan,nan,-inf,inf,nan,nan
502,nan,nan,-inf,inf,nan,nan
503,nan,nan,-inf,inf,nan,nan
504,nan,nan,-inf,inf,nan,nan
505,nan,nan,-inf,inf,nan,nan
506,nan,nan,-inf,inf,nan,nan
507,nan,nan,-inf,inf,nan,nan
508,nan,nan,-inf,inf,nan,nan
509,nan,nan,-inf,inf,nan,nan
510,nan,nan,-inf,inf,nan,nan
511,nan,nan,-inf,inf,nan,nan
512,nan,nan,-inf,inf,nan,nan
513,nan,nan,-inf,inf,nan,nan
514,nan,nan,-inf,inf,nan,nan
515,nan,nan,-inf,inf,nan,nan
516,nan,nan,-inf,inf,nan,nan
517,nan,nan,-inf,inf,nan,nan
518,nan,nan,-inf,inf,nan,nan
519,nan,nan,-inf,inf,nan,nan
520,nan,nan,-inf,inf,nan,nan
521,nan,nan,-inf,inf,nan,nan
522,nan,nan,-inf,inf,nan,nan
523,nan,nan,-inf,inf,nan,nan
524,nan,nan,-inf,inf,nan,nan
525,nan,nan,-inf,inf,nan,nan
526,nan,nan,-inf,inf,nan,nan
527,nan,nan,-inf,inf,nan,nan
528,nan,nan,-inf,inf,nan,nan
529,nan,nan,-inf,inf,nan,nan
530,nan,nan,-inf,inf,nan,nan
531,nan,nan,-inf,inf,nan,nan
532,nan,nan,-inf,inf,nan,nan
533,nan,nan,-inf,inf,nan,nan
534,nan,nan,-inf,inf,nan,nan
535,nan,nan,-inf,inf,nan,nan
536,nan,nan,-inf,inf,nan,nan
537,nan,nan,-inf,inf,nan,nan
538,nan,nan,-inf,inf,nan,nan
539,nan,nan,-inf,inf,nan,nan
540,nan,nan,-inf,inf,nan,nan
541,nan,nan,-inf,inf,nan,nan
542,nan,nan,-inf,inf,nan,nan
543,nan,nan,-inf,inf,nan,nan
544,nan,nan,-inf,inf,nan,nan
545,nan,nan,-inf,inf,nan,nan
546,nan,nan,-inf,inf,nan,nan
547,nan,nan,-inf,inf,nan,nan
548,nan,nan,-inf,inf,nan,nan
549,nan,nan,-inf,inf,nan,nan
550,nan,nan,-inf,inf,nan,nan
551,nan,nan,-inf,inf,nan,nan
552,nan,nan,-inf,inf,nan,nan
553,nan,nan,-inf,inf,nan,nan
554,nan,nan,-inf,inf,nan,nan
555,nan,nan,-inf,inf,nan,nan
556,nan,nan,-inf,inf,nan,nan
557,nan,nan,-inf,inf,nan,nan
558,nan,nan,-inf,inf,nan,nan
559,nan,nan,-inf,inf,nan,nan
560,nan,nan,-inf,inf,nan,nan
561,nan,nan,-inf,inf,nan,nan
562,nan,nan,-inf,inf,nan,nan
563,nan,nan,-inf,inf,nan,nan
564,nan,nan,-inf,inf,nan,nan
565,nan,nan,-inf,inf,nan,nan
566,nan,nan,-inf,inf,nan,nan
567,nan,nan,-inf,inf,nan,nan
568,nan,nan,-inf,inf,nan,nan
569,nan,nan,-inf,inf,nan,nan
570,nan,nan,-inf,inf,nan,nan
571,nan,nan,-inf,inf,nan,nan
572,nan,nan,-inf,inf,nan,nan
573,nan,nan,-inf,inf,nan,nan
574,nan,nan,-inf,inf,nan,nan
575,nan,nan,-inf,inf,nan,nan
576,nan,nan,-inf,inf,nan,nan
577,nan,nan,-inf,inf,nan,nan
578,nan,nan,-inf,inf,nan,nan
579,nan,nan,-inf,inf,nan,nan
580,nan,nan,-inf,inf,nan,nan
581,nan,nan,-inf,inf,nan,nan
582,nan,nan,-inf,inf,nan,nan
583,nan,nan,-inf,inf,nan,nan
584,nan,nan,-inf,inf,nan,nan
585,nan,nan,-inf,inf,nan,nan
586,nan,nan,-inf,inf,nan,nan
587,nan,nan,-inf,inf,nan,nan
588,nan,nan,-inf,inf,nan,nan
589,nan,nan,-inf,inf,nan,nan
590,nan,nan,-inf,inf,nan,nan
591,nan,nan,-inf,inf,nan,nan
592,nan,nan,-inf,inf,nan,nan
593,nan,nan,-inf,inf,nan,nan
594,nan,nan,-inf,inf,nan,nan
595,nan,nan,-inf,inf,nan,nan
596,nan,nan,-inf,inf,nan,nan
597,nan,nan,-inf,inf,nan,nan
598,nan,nan,-inf,inf,nan,nan
599,nan,nan,-inf,inf,nan,nan
600,nan,nan,-inf,inf,nan,nan
601,nan,nan,-inf,inf,nan,nan
602,nan,nan,-inf,inf,nan,nan
603,nan,nan,-inf,inf,nan,nan
604,nan,nan,-inf,inf,nan,nan
605,nan,nan,-inf,inf,nan,nan
606,nan,nan,-inf,inf,nan,nan
607,nan,nan,-inf,inf,nan,nan
608,nan,nan,-inf,inf,nan,nan
609,nan,nan,-inf,inf,nan,nan
610,nan,nan,-inf,inf,nan,nan
611,nan,nan,-inf,inf,nan,nan
612,nan,nan,-inf,inf,nan,nan
613,nan,nan,-inf,inf,nan,nan
614,nan,nan,-inf,inf,nan,nan
615,nan,nan,-inf,inf,nan,nan
616,nan,nan,-inf,inf,nan,nan
617,nan,nan,-inf,inf,nan,nan
618,nan,nan,-inf,inf,nan,nan
619,nan,nan,-inf,inf,nan,nan
620,nan,nan,-inf,inf,nan,nan
621,nan,nan,-inf,inf,nan,nan
622,nan,nan,-inf,inf,nan,nan
623,nan,nan,-inf,inf,nan,nan
624,nan,nan,-inf,inf,nan,nan
625,nan,nan,-inf,inf,nan,nan
626,nan,nan,-inf,inf,nan,nan
627,nan,nan,-inf,inf,nan,nan
628,nan,nan,-inf,inf,nan,nan
629,nan,nan,-inf,inf,nan,nan
630,nan,nan,-inf,inf,nan,nan
631,nan,nan,-inf,inf,nan,nan
632,nan,nan,-inf,inf,nan,nan
633,nan,nan,-inf,inf,nan,nan
634,nan,nan,-inf,inf,nan,nan
635,nan,nan,-inf,inf,nan,nan
636,nan,nan,-inf,inf,nan,nan
637,nan,nan,-inf,inf,nan,nan
638,nan,nan,-inf,inf,nan,nan
639,nan,nan,-inf,inf,nan,nan
640,nan,nan,-inf,inf,nan,nan
641,nan,nan,-inf,inf,nan,nan
642,nan,nan,-inf,inf,nan,nan
643,nan,nan,-inf,inf,nan,nan
644,nan,nan,-inf,inf,nan,nan
645,nan,nan,-inf,inf,nan,nan
646,nan,nan,-inf,inf,nan,nan
647,nan,nan,-inf,inf,nan,nan
648,nan,nan,-inf,inf,nan,nan
649,nan,nan,-inf,inf,nan,nan
650,nan,nan,-inf,inf,nan,nan
651,nan,nan,-inf,inf,nan,nan
652,nan,nan,-inf,inf,nan,nan
653,nan,nan,-inf,inf,nan,nan
654,nan,nan,-inf,inf,nan,nan
655,nan,nan,-inf,inf,nan,nan
656,nan,nan,-inf,inf,nan,nan
657,nan,nan,-inf,inf,nan,nan
658,nan,nan,-inf,inf,nan,nan
659,nan,nan,-inf,inf,nan,nan
660,nan,nan,-inf,inf,nan,nan
661,nan,nan,-inf,inf,nan,nan
662,nan,nan,-inf,inf,nan,nan
663,nan,nan,-inf,inf,nan,nan
664,nan,nan,-inf,inf,nan,nan
665,nan,nan,-inf,inf,nan,nan
666,nan,nan,-inf,inf,nan,nan
667,nan,nan,-inf,inf,nan,nan
668,nan,nan,-inf,inf,nan,nan
669,nan,nan,-inf,inf,nan,nan
670,nan,nan,-inf,inf,nan,nan
671,nan,nan,-inf,inf,nan,nan
672,nan,nan,-inf,inf,nan,nan
673,nan,nan,-inf,inf,nan,nan
674,nan,nan,-inf,inf,nan,nan
675,nan,nan,-inf,inf,nan,nan
676,nan,nan,-inf,inf,nan,nan
677,nan,nan,-inf,inf,nan,nan
678,nan,nan,-inf,inf,nan,nan
679,nan,nan,-inf,inf,nan,nan
680,nan,nan,-inf,inf,nan,nan
681,nan,nan,-inf,inf,nan,nan
682,nan,nan,-inf,inf,nan,nan
683,nan,nan,-inf,inf,nan,nan
684,nan,nan,-inf,inf,nan,nan
685,nan,nan,-inf,inf,nan,nan
686,nan,nan,-inf,inf,nan,nan
687,nan,nan,-inf,inf,nan,nan
688,nan,nan,-inf,inf,nan,nan
689,nan,nan,-inf,inf,nan,nan
690,nan,nan,-inf,inf,nan,nan
691,nan,nan,-inf,inf,nan,nan
692,nan,nan,-inf,inf,nan,nan
693,nan,nan,-inf,inf,nan,nan
694,nan,nan,-inf,inf,nan,nan
695,nan,nan,-inf,inf,nan,nan
696,nan,nan,-inf,inf,nan,nan
697,nan,nan,-inf,inf,nan,nan
698,nan,nan,-inf,inf,nan,nan
699,nan,nan,-inf,inf,nan,nan
700,nan,nan,-inf,inf,nan,nan
701,nan,nan,-inf,inf,nan,nan
702,nan,nan,-inf,inf,nan,nan
703,nan,nan,-inf,inf,nan,nan
704,nan,nan,-inf,inf,nan,nan
705,nan,nan,-inf,inf,nan,nan
706,nan,nan,-inf,inf,nan,nan
707,nan,nan,-inf,inf,nan,nan
708,nan,nan,-inf,inf,nan,nan
709,nan,nan,-inf,inf,nan,nan
710,nan,nan,-inf,inf,nan,nan
711,nan,nan,-inf,inf,nan,nan
712,nan,nan,-inf,inf,nan,nan
713,nan,nan,-inf,inf,nan,nan
714,nan,nan,-inf,inf,nan,nan
715,nan,nan,-inf,inf,nan,nan
716,nan,nan,-inf,inf,nan,nan
717,nan,nan,-inf,inf,nan,nan
718,nan,nan,-inf,inf,nan,nan
719,nan,nan,-inf,inf,nan,nan
720,nan,nan,-inf,inf,nan,nan
721,nan,nan,-inf,inf,nan,nan
722,nan,nan,-inf,inf,nan,nan
723,nan,nan,-inf,inf,nan,nan
724,nan,nan,-inf,inf,nan,nan
725,nan,nan,-inf,inf,nan,nan
726,nan,nan,-inf,inf,nan,nan
727,nan,nan,-inf,inf,nan,nan
728,nan,nan,-inf,inf,nan,nan
729,nan,nan,-inf,inf,nan,nan
730,nan,nan,-inf,inf,nan,nan
731,nan,nan,-inf,inf,nan,nan
732,nan,nan,-inf,inf,nan,nan
733,nan,nan,-inf,inf,nan,nan
734,nan,nan,-inf,inf,nan,nan
735,nan,nan,-inf,inf,nan,nan
736,nan,nan,-inf,inf,nan,nan
737,nan,nan,-inf,inf,nan,nan
738,nan,nan,-inf,inf,nan,nan
739,nan,nan,-inf,inf,nan,nan
740,nan,nan,-inf,inf,nan,nan
741,nan,nan,-inf,inf,nan,nan
742,nan,nan,-inf,inf,nan,nan
743,nan,nan,-inf,inf,nan,nan
744,nan,nan,-inf,inf,nan,nan
745,nan,nan,-inf,inf,nan,nan
746,nan,nan,-inf,inf,nan,nan
747,nan,nan,-inf,inf,nan,nan
748,nan,nan,-inf,inf,nan,nan
749,nan,nan,-inf,inf,nan,nan
750,nan,nan,-inf,inf,nan,nan
751,nan,nan,-inf,inf,nan,nan
752,nan,nan,-inf,inf,nan,nan
753,nan,nan,-inf,inf,nan,nan
754,nan,nan,-inf,inf,nan,nan
755,nan,nan,-inf,inf,nan,nan
756,nan,nan,-inf,inf,nan,nan
757,nan,nan,-inf,inf,nan,nan
758,nan,nan,-inf,inf,nan,nan
759,nan,nan,-inf,inf,nan,nan
760,nan,nan,-inf,inf,nan,nan
761,nan,nan,-inf,inf,nan,nan
762,nan,nan,-inf,inf,nan,nan
763,nan,nan,-inf,inf,nan,nan
764,nan,nan,-inf,inf,nan,nan
765,nan,nan,-inf,inf,nan,nan
766,nan,nan,-inf,inf,nan,nan
767,nan,nan,-inf,inf,nan,nan
768,nan,nan,-inf,inf,nan,nan
769,nan,nan,-inf,inf,nan,nan
770,nan,nan,-inf,inf,nan,nan
771,nan,nan,-inf,inf,nan,nan
772,nan,nan,-inf,inf,nan,nan
773,nan,nan,-inf,inf,nan,nan
774,nan,nan,-inf,inf,nan,nan
775,nan,nan,-inf,inf,nan,nan
776,nan,nan,-inf,inf,nan,nan
777,nan,nan,-inf,inf,nan,nan
778,nan,nan,-inf,inf,nan,nan
779,nan,nan,-inf,inf,nan,nan
780,nan,nan,-inf,inf,nan,nan
781,nan,nan,-inf,inf,nan,nan
782,nan,nan,-inf,inf,nan,nan
783,nan,nan,-inf,inf,nan,nan
784,nan,nan,-inf,inf,nan,nan
785,nan,nan,-inf,inf,nan,nan
786,nan,nan,-inf,inf,nan,nan
787,nan,nan,-inf,inf,nan,nan
788,nan,nan,-inf,inf,nan,nan
789,nan,nan,-inf,inf,nan,nan
790,nan,nan,-inf,inf,nan,nan
791,nan,nan,-inf,inf,nan,nan
792,nan,nan,-inf,inf,nan,nan
793,nan,nan,-inf,inf,nan,nan
794,nan,nan,-inf,inf,nan,nan
795,nan,nan,-inf,inf,nan,nan
796,nan,nan,-inf,inf,nan,nan
797,nan,nan,-inf,inf,nan,nan
798,nan,nan,-inf,inf,nan,nan
799,nan,nan,-inf,inf,nan,nan
800,nan,nan,-inf,inf,nan,nan
801,nan,nan,-inf,inf,nan,nan
802,nan,nan,-inf,inf,nan,nan
803,nan,nan,-inf,inf,nan,nan
804,nan,nan,-inf,inf,nan,nan
805,nan,nan,-inf,inf,nan,nan
806,nan,nan,-inf,inf,nan,nan
807,nan,nan,-inf,inf,nan,nan
808,nan,nan,-inf,inf,nan,nan
809,nan,nan,-inf,inf,nan,nan
810,nan,nan,-inf,inf,nan,nan
811,nan,nan,-inf,inf,nan,nan
812,nan,nan,-inf,inf,nan,nan
813,nan,nan,-inf,inf,nan,nan
814,nan,nan,-inf,inf,nan,nan
815,nan,nan,-inf,inf,nan,nan
816,nan,nan,-inf,inf,nan,nan
817,nan,nan,-inf,inf,nan,nan
818,nan,nan,-inf,inf,nan,nan
819,nan,nan,-inf,inf,nan,nan
820,nan,nan,-inf,inf,nan,nan
821,nan,nan,-inf,inf,nan,nan
822,nan,nan,-inf,inf,nan,nan
823,nan,nan,-inf,inf,nan,nan
824,nan,nan,-inf,inf,nan,nan
825,nan,nan,-inf,inf,nan,nan
826,nan,nan,-inf,inf,nan,nan
827,nan,nan,-inf,inf,nan,nan
828,nan,nan,-inf,inf,nan,nan
829,nan,nan,-inf,inf,nan,nan
830,nan,nan,-inf,inf,nan,nan
831,nan,nan,-inf,inf,nan,nan
832,nan,nan,-inf,inf,nan,nan
833,nan,nan,-inf,inf,nan,nan
834,nan,nan,-inf,inf,nan,nan
835,nan,nan,-inf,inf,nan,nan
836,nan,nan,-inf,inf,nan,nan
837,nan,nan,-inf,inf,nan,nan
838,nan,nan,-inf,inf,nan,nan
839,nan,nan,-inf,inf,nan,nan
840,nan,nan,-inf,inf,nan,nan
841,nan,nan,-inf,inf,nan,nan
842,nan,nan,-inf,inf,nan,nan
843,nan,nan,-inf,inf,nan,nan
844,nan,nan,-inf,inf,nan,nan
845,nan,nan,-inf,inf,nan,nan
846,nan,nan,-inf,inf,nan,nan
847,nan,nan,-inf,inf,nan,nan
848,nan,nan,-inf,inf,nan,nan
849,nan,nan,-inf,inf,nan,nan
850,nan,nan,-inf,inf,nan,nan
851,nan,nan,-inf,inf,nan,nan
852,nan,nan,-inf,inf,nan,nan
853,nan,nan,-inf,inf,nan,nan
854,nan,nan,-inf,inf,nan,nan
855,nan,nan,-inf,inf,nan,nan
856,nan,nan,-inf,inf,nan,nan
857,nan,nan,-inf,inf,nan,nan
858,nan,nan,-inf,inf,nan,nan
859,nan,nan,-inf,inf,nan,nan
860,nan,nan,-inf,inf,nan,nan
861,nan,nan,-inf,inf,nan,nan
862,nan,nan,-inf,inf,nan,nan
863,nan,nan,-inf,inf,nan,nan
864,nan,nan,-inf,inf,nan,nan
865,nan,nan,-inf,inf,nan,nan
866,nan,nan,-inf,inf,nan,nan
867,nan,nan,-inf,inf,nan,nan
868,nan,nan,-inf,inf,nan,nan
869,nan,nan,-inf,inf,nan,nan
870,nan,nan,-inf,inf,nan,nan
871,nan,nan,-inf,inf,nan,nan
872,nan,nan,-inf,inf,nan,nan
873,nan,nan,-inf,inf,nan,nan
874,nan,nan,-inf,inf,nan,nan
875,nan,nan,-inf,inf,nan,nan
876,nan,nan,-inf,inf,nan,nan
877,nan,nan,-inf,inf,nan,nan
878,nan,nan,-inf,inf,nan,nan
879,nan,nan,-inf,inf,nan,nan
880,nan,nan,-inf,inf,nan,nan
881,nan,nan,-inf,inf,nan,nan
882,nan,nan,-inf,inf,nan,nan
883,nan,nan,-inf,inf,nan,nan
884,nan,nan,-inf,inf,nan,nan
885,nan,nan,-inf,inf,nan,nan
886,nan,nan,-inf,inf,nan,nan
887,nan,nan,-inf,inf,nan,nan
888,nan,nan,-inf,inf,nan,nan
889,nan,nan,-inf,inf,nan,nan
890,nan,nan,-inf,inf,nan,nan
891,nan,nan,-inf,inf,nan,nan
892,nan,nan,-inf,inf,nan,nan
893,nan,nan,-inf,inf,nan,nan
894,nan,nan,-inf,inf,nan,nan
895,nan,nan,-inf,inf,nan,nan
896,nan,nan,-inf,inf,nan,nan
897,nan,nan,-inf,inf,nan,nan
898,nan,nan,-inf,inf,nan,nan
899,nan,nan,-inf,inf,nan,nan
900,nan,nan,-inf,inf,nan,nan
901,nan,nan,-inf,inf,nan,nan
902,nan,nan,-inf,inf,nan,nan
903,nan,nan,-inf,inf,nan,nan
904,nan,nan,-inf,inf,nan,nan
905,nan,nan,-inf,inf,nan,nan
906,nan,nan,-inf,inf,nan,nan
907,nan,nan,-inf,inf,nan,nan
908,nan,nan,-inf,inf,nan,nan
909,nan,nan,-inf,inf,nan,nan
910,nan,nan,-inf,inf,nan,nan
911,nan,nan,-inf,inf,nan,nan
912,nan,nan,-inf,inf,nan,nan
913,nan,nan,-inf,inf,nan,nan
914,nan,nan,-inf,inf,nan,nan
915,nan,nan,-inf,inf,nan,nan
916,nan,nan,-inf,inf,nan,nan
917,nan,nan,-inf,inf,nan,nan
918,nan,nan,-inf,inf,nan,nan
919,nan,nan,-inf,inf,nan,nan
920,nan,nan,-inf,inf,nan,nan
921,nan,nan,-inf,inf,nan,nan
922,nan,nan,-inf,inf,nan,nan
923,nan,nan,-inf,inf,nan,nan
924,nan,nan,-inf,inf,nan,nan
925,nan,nan,-inf,inf,nan,nan
926,nan,nan,-inf,inf,nan,nan
927,nan,nan,-inf,inf,nan,nan
928,nan,nan,-inf,inf,nan,nan
929,nan,nan,-inf,inf,nan,nan
930,nan,nan,-inf,inf,nan,nan
931,nan,nan,-inf,inf,nan,nan
932,nan,nan,-inf,inf,nan,nan
933,nan,nan,-inf,inf,nan,nan
934,nan,nan,-inf,inf,nan,nan
935,nan,nan,-inf,inf,nan,nan
936,nan,nan,-inf,inf,nan,nan
937,nan,nan,-inf,inf,nan,nan
938,nan,nan,-inf,inf,nan,nan
939,nan,nan,-inf,inf,nan,nan
940,nan,nan,-inf,inf,nan,nan
941,nan,nan,-inf,inf,nan,nan
942,nan,nan,-inf,inf,nan,nan
943,nan,nan,-inf,inf,nan,nan
944,nan,nan,-inf,inf,nan,nan
945,nan,nan,-inf,inf,nan,nan
946,nan,nan,-inf,inf,nan,nan
947,nan,nan,-inf,inf,nan,nan
948,nan,nan,-inf,inf,nan,nan
949,nan,nan,-inf,inf,nan,nan
950,nan,nan,-inf,inf,nan,nan
951,nan,nan,-inf,inf,nan,nan
952,nan,nan,-inf,inf,nan,nan
953,nan,nan,-inf,inf,nan,nan
954,nan,nan,-inf,inf,nan,nan
955,nan,nan,-inf,inf,nan,nan
956,nan,nan,-inf,inf,nan,nan
957,nan,nan,-inf,inf,nan,nan
958,nan,nan,-inf,inf,nan,nan
959,nan,nan,-inf,inf,nan,nan
960,nan,nan,-inf,inf,nan,nan
961,nan,nan,-inf,inf,nan,nan
962,nan,nan,-inf,inf,nan,nan
963,nan,nan,-inf,inf,nan,nan
964,nan,nan,-inf,inf,nan,nan
965,nan,nan,-inf,inf,nan,nan
966,nan,nan,-inf,inf,nan,nan
967,nan,nan,-inf,inf,nan,nan
968,nan,nan,-inf,inf,nan,nan
969,nan,nan,-inf,inf,nan,nan
970,nan,nan,-inf,inf,nan,nan
971,nan,nan,-inf,inf,nan,nan
972,nan,nan,-inf,inf,nan,nan
973,nan,nan,-inf,inf,nan,nan
974,nan,nan,-inf,inf,nan,nan
975,nan,nan,-inf,inf,nan,nan
976,nan,nan,-inf,inf,nan,nan
977,nan,nan,-inf,inf,nan,nan
978,nan,nan,-inf,inf,nan,nan
979,nan,nan,-inf,inf,nan,nan
980,nan,nan,-inf,inf,nan,nan
981,nan,nan,-inf,inf,nan,nan
982,nan,nan,-inf,inf,nan,nan
983,nan,nan,-inf,inf,nan,nan
984,nan,nan,-inf,inf,nan,nan
985,nan,nan,-inf,inf,nan,nan
986,nan,nan,-inf,inf,nan,nan
987,nan,nan,-inf,inf,nan,nan
988,nan,nan,-inf,inf,nan,nan
989,nan,nan,-inf,inf,nan,nan
990,nan,nan,-inf,inf,nan,nan
991,nan,nan,-inf,inf,nan,nan
992,nan,nan,-inf,inf,nan,nan
993,nan,nan,-inf,inf,nan,nan
994,nan,nan,-inf,inf,nan,nan
995,nan,nan,-inf,inf,nan,nan
996,nan,nan,-inf,inf,nan,nan
997,nan,nan,-inf,inf,nan,nan
998,nan,nan,-inf,inf,nan,nan
999,nan,nan,-inf,inf,nan,nan
